"sexo","edad","nivel","cond_act","p3_1","p3_2","p3_5","p5","p6_1","p6_2","p6_3","p6_4","p6_5","p11","p25","p35","year","p12_info","p12_prac","p12_entr"
2,44,2,7,2,2,1,0,0,0,0,0,0,0,3,1,2020,2,2,2
1,24,3,1,2,1,1,0,0,0,0,0,0,3,3,1,2020,1,2,1
1,56,3,1,1,2,1,4,2,2,2,1,2,0,1,1,2020,2,2,2
1,71,2,7,1,2,2,3,2,2,2,2,1,0,0,1,2020,2,2,2
1,19,3,1,1,1,1,4,2,2,1,2,2,4,3,1,2020,2,2,1
2,69,4,7,1,2,2,3,2,2,2,2,1,0,0,1,2020,2,2,2
2,27,4,1,1,2,1,4,2,2,2,1,2,0,3,1,2020,2,2,2
1,45,4,1,1,2,1,3,2,2,2,2,1,0,3,1,2020,2,2,2
1,60,3,8,2,2,1,0,0,0,0,0,0,0,4,1,2020,2,2,2
1,22,4,1,1,1,1,1,2,1,2,2,2,3,1,1,2020,1,2,2
2,24,4,1,1,2,2,4,2,2,2,1,2,0,0,1,2020,2,2,2
2,26,3,7,2,2,1,0,0,0,0,0,0,0,4,1,2020,2,2,2
2,83,4,7,1,2,2,5,2,2,1,2,2,0,0,2,2020,2,2,2
1,23,3,1,2,2,2,0,0,0,0,0,0,0,0,1,2020,2,2,2
2,34,3,7,2,2,1,0,0,0,0,0,0,0,3,1,2020,2,2,2
2,49,4,7,1,2,1,3,2,1,2,1,1,0,3,1,2020,2,2,2
2,53,3,7,2,2,2,0,0,0,0,0,0,0,0,1,2020,2,2,2
2,51,4,8,1,2,2,3,2,2,2,1,2,0,0,1,2020,2,2,2
1,76,3,8,1,1,2,3,2,2,2,1,1,4,0,1,2020,1,2,2
1,19,3,6,1,1,1,2,2,1,2,2,2,3,2,1,2020,1,2,2
2,51,2,7,2,1,2,0,0,0,0,0,0,4,0,1,2020,1,2,2
1,80,4,8,1,2,2,3,2,2,2,2,1,0,0,1,2020,2,2,2
2,37,3,7,1,2,1,1,2,1,1,2,2,0,1,1,2020,2,2,2
2,74,4,1,1,1,2,5,2,2,1,2,2,3,0,1,2020,1,2,2
2,19,3,6,1,1,1,2,2,1,2,1,2,2,2,1,2020,2,1,2
1,73,2,1,1,1,2,5,2,2,1,2,2,4,0,1,2020,1,2,2
1,42,2,8,1,2,2,3,2,2,2,2,1,0,0,1,2020,2,2,2
2,55,3,7,1,2,2,5,2,2,1,2,2,0,0,1,2020,2,2,2
1,38,2,1,2,2,2,0,0,0,0,0,0,0,0,1,2020,2,2,2
1,37,4,1,2,1,2,0,0,0,0,0,0,3,0,1,2020,1,2,1
1,65,2,1,2,1,2,0,0,0,0,0,0,4,0,1,2020,1,2,1
2,35,2,1,2,1,2,0,0,0,0,0,0,4,0,1,2020,1,2,2
2,21,2,7,1,2,2,4,2,1,2,2,2,0,0,1,2020,2,2,2
1,34,4,1,1,2,2,4,2,2,1,2,2,0,0,1,2020,2,2,2
2,62,4,8,1,1,2,4,2,2,2,1,2,4,0,1,2020,2,1,1
1,26,2,1,2,2,1,0,0,0,0,0,0,0,4,1,2020,2,2,2
1,20,3,1,1,2,2,3,2,2,2,2,1,0,0,1,2020,2,2,2
2,52,2,1,2,1,2,0,0,0,0,0,0,3,0,1,2020,1,2,2
2,55,4,7,1,2,1,4,2,2,2,2,1,0,4,1,2020,2,2,2
2,41,4,7,2,1,2,0,0,0,0,0,0,4,0,1,2020,2,2,1
1,51,4,1,1,2,2,3,2,2,2,2,1,0,0,1,2020,2,2,2
2,43,2,1,2,2,2,0,0,0,0,0,0,0,0,1,2020,2,2,2
1,78,2,7,2,2,2,0,0,0,0,0,0,0,0,1,2020,2,2,2
2,65,2,1,1,2,2,5,2,2,1,2,2,0,0,2,2020,2,2,2
1,69,2,8,2,2,2,0,0,0,0,0,0,0,0,1,2020,2,2,2
1,25,4,1,1,1,1,1,2,1,2,2,1,4,4,1,2020,1,2,2
2,59,4,1,1,1,1,4,2,1,2,2,1,3,1,1,2020,1,1,2
2,25,4,1,1,2,1,4,2,2,1,1,2,0,3,1,2020,2,2,2
1,46,4,1,1,1,2,4,2,2,2,2,1,4,0,1,2020,1,1,2
1,50,4,1,2,2,1,0,0,0,0,0,0,0,3,1,2020,2,2,2
2,44,4,7,1,1,1,4,2,2,1,1,2,4,3,1,2020,1,2,1
2,51,4,7,1,1,2,4,2,2,2,1,2,3,0,1,2020,1,2,2
2,58,3,8,1,2,1,4,2,2,2,1,2,0,3,1,2020,2,2,2
2,42,2,7,2,2,1,0,0,0,0,0,0,0,3,1,2020,2,2,2
1,35,2,1,1,2,2,4,2,1,2,2,2,0,0,1,2020,2,2,2
1,39,2,1,2,2,1,0,0,0,0,0,0,0,3,1,2020,2,2,2
2,51,4,1,1,2,1,1,1,1,2,2,2,0,3,1,2020,2,2,2
2,32,4,1,2,2,2,0,0,0,0,0,0,0,0,1,2020,2,2,2
2,72,4,1,2,2,2,0,0,0,0,0,0,0,0,1,2020,2,2,2
1,58,5,1,2,2,2,0,0,0,0,0,0,0,0,1,2020,2,2,2
2,58,2,7,2,2,2,0,0,0,0,0,0,0,0,1,2020,2,2,2
1,71,2,8,1,1,1,3,1,2,1,2,1,3,3,1,2020,1,1,2
1,64,2,1,2,2,2,0,0,0,0,0,0,0,0,1,2020,2,2,2
2,48,2,1,2,2,2,0,0,0,0,0,0,0,0,1,2020,2,2,2
2,31,2,1,2,1,2,0,0,0,0,0,0,4,0,1,2020,2,1,1
2,40,4,1,1,2,1,2,2,1,2,2,2,0,3,1,2020,2,2,2
2,34,3,1,1,2,2,4,2,2,2,1,2,0,0,1,2020,2,2,2
1,67,2,8,2,2,2,0,0,0,0,0,0,0,0,1,2020,2,2,2
1,31,3,1,1,2,1,3,2,2,1,2,2,0,3,1,2020,2,2,2
1,27,4,1,2,1,1,0,0,0,0,0,0,1,1,1,2020,1,2,2
1,49,3,1,1,1,1,1,2,1,2,2,2,3,3,1,2020,1,2,2
2,46,5,1,2,2,2,0,0,0,0,0,0,0,0,1,2020,2,2,2
2,27,4,1,2,1,1,0,0,0,0,0,0,4,3,1,2020,1,2,2
2,40,3,7,2,1,1,0,0,0,0,0,0,3,4,1,2020,1,1,2
2,32,2,7,2,2,2,0,0,0,0,0,0,0,0,1,2020,2,2,2
2,25,3,7,2,2,2,0,0,0,0,0,0,0,0,1,2020,2,2,2
2,42,3,1,2,1,2,0,0,0,0,0,0,5,0,1,2020,2,2,1
2,39,2,1,1,1,1,4,2,2,2,2,1,4,3,1,2020,2,2,1
2,51,3,1,1,2,2,5,2,2,1,2,2,0,0,1,2020,2,2,2
2,29,2,7,2,2,2,0,0,0,0,0,0,0,0,1,2020,2,2,2
2,19,2,1,1,2,1,3,2,2,2,1,2,0,3,1,2020,2,2,2
1,46,3,1,1,1,1,1,2,1,2,2,2,4,4,1,2020,2,2,1
2,38,3,1,2,1,2,0,0,0,0,0,0,2,0,1,2020,2,2,1
2,23,2,1,2,1,2,0,0,0,0,0,0,4,0,1,2020,2,2,1
2,45,2,7,2,1,1,0,0,0,0,0,0,4,3,1,2020,2,1,2
1,43,2,1,1,2,1,5,2,2,1,2,2,0,3,1,2020,2,2,2
2,52,3,1,1,1,1,3,2,2,1,2,2,4,3,1,2020,2,2,1
2,32,4,1,1,2,2,2,2,1,2,2,2,0,0,1,2020,2,2,2
2,68,2,1,2,2,2,0,0,0,0,0,0,0,0,1,2020,2,2,2
1,79,2,7,2,2,2,0,0,0,0,0,0,0,0,1,2020,2,2,2
2,32,4,1,1,1,2,3,2,2,1,2,2,4,0,1,2020,1,2,1
2,65,2,7,2,1,2,0,0,0,0,0,0,3,0,1,2020,2,2,1
2,53,2,7,1,2,2,5,2,2,1,2,2,0,0,1,2020,2,2,2
2,38,3,1,1,2,1,4,2,2,1,2,2,0,4,1,2020,2,2,2
1,75,2,7,2,1,2,0,0,0,0,0,0,4,0,1,2020,2,2,1
2,21,3,1,1,1,1,4,2,2,2,2,1,4,4,1,2020,2,2,1
2,39,3,7,2,2,1,0,0,0,0,0,0,0,4,1,2020,2,2,2
1,24,2,1,1,1,1,4,1,2,2,2,2,3,4,1,2020,2,2,1
1,24,2,1,2,2,2,0,0,0,0,0,0,0,0,1,2020,2,2,2
1,50,1,4,2,2,2,0,0,0,0,0,0,0,0,1,2020,2,2,2
2,56,2,1,1,2,2,5,2,2,1,2,2,0,0,1,2020,2,2,2
2,36,5,1,1,1,1,4,1,1,1,1,1,3,1,1,2020,1,1,2
1,28,4,1,1,1,1,4,2,2,2,1,2,4,4,1,2020,2,1,2
2,20,3,7,1,1,1,4,2,1,2,2,2,3,3,1,2020,1,2,2
2,41,2,7,2,2,2,0,0,0,0,0,0,0,0,1,2020,2,2,2
2,69,4,7,1,1,2,4,2,2,1,2,2,3,0,1,2020,2,1,1
1,27,4,1,1,2,1,3,2,2,2,1,2,0,1,1,2020,2,2,2
1,65,4,1,2,1,2,0,0,0,0,0,0,3,0,1,2020,2,1,2
2,49,2,1,2,2,2,0,0,0,0,0,0,0,0,1,2020,2,2,2
2,43,2,1,1,2,2,5,2,2,1,2,2,0,0,1,2020,2,2,2
2,65,4,8,1,1,2,4,2,2,2,2,1,4,0,1,2020,2,1,2
1,80,4,8,1,1,2,3,2,2,1,1,2,3,0,1,2020,1,2,2
1,52,4,1,1,1,1,4,2,2,2,2,1,2,2,1,2020,1,2,1
1,85,3,8,1,2,2,3,2,2,2,1,2,0,0,1,2020,2,2,2
1,69,4,8,2,1,1,0,0,0,0,0,0,3,4,1,2020,2,1,2
1,29,3,1,1,1,1,3,2,2,1,1,2,4,3,1,2020,1,1,1
2,63,4,8,1,1,2,4,2,2,2,1,1,4,0,1,2020,1,2,2
1,40,4,1,2,2,1,0,0,0,0,0,0,0,4,1,2020,2,2,2
2,58,2,8,1,2,2,4,2,2,2,1,2,0,0,1,2020,2,2,2
1,21,4,6,1,1,1,4,2,1,2,1,2,4,4,1,2020,1,1,2
2,26,3,7,2,1,1,0,0,0,0,0,0,4,4,1,2020,2,1,2
2,32,4,7,2,1,1,0,0,0,0,0,0,4,3,1,2020,2,2,1
2,36,2,7,2,2,2,0,0,0,0,0,0,0,0,1,2020,2,2,2
1,20,3,6,1,1,1,2,2,1,2,2,2,4,2,1,2020,1,1,2
2,55,4,8,1,1,2,4,2,2,2,1,2,4,0,1,2020,1,2,1
2,30,3,1,1,2,1,4,2,2,2,1,2,0,3,1,2020,2,2,2
2,59,4,7,1,1,1,4,2,2,1,2,2,5,4,1,2020,2,2,1
1,34,2,1,2,1,1,0,0,0,0,0,0,4,4,1,2020,1,2,1
1,66,2,8,2,2,2,0,0,0,0,0,0,0,0,1,2020,2,2,2
1,21,4,4,1,2,1,4,2,2,2,1,2,0,4,1,2020,2,2,2
1,25,4,1,1,1,1,3,1,1,2,2,2,4,4,1,2020,2,1,2
1,43,4,1,1,2,2,3,2,1,2,1,2,0,0,1,2020,2,2,2
1,60,4,1,1,2,2,3,2,2,2,2,1,0,0,1,2020,2,2,2
1,57,4,1,2,2,2,0,0,0,0,0,0,0,0,1,2020,2,2,2
1,36,4,1,1,1,2,3,2,1,2,2,2,3,0,1,2020,1,1,2
1,57,4,1,1,1,1,3,2,2,2,2,1,3,3,1,2020,1,1,2
2,25,5,1,1,1,2,3,2,1,1,1,1,4,0,1,2020,2,1,1
1,61,4,8,2,1,1,0,0,0,0,0,0,4,3,1,2020,1,2,2
1,68,2,4,2,1,1,0,0,0,0,0,0,3,3,1,2020,1,2,1
2,18,3,6,1,1,1,3,2,1,1,1,2,2,2,1,2020,1,1,2
1,19,3,1,2,2,2,0,0,0,0,0,0,0,0,1,2020,2,2,2
1,36,4,1,1,1,1,4,2,2,2,2,1,4,4,1,2020,2,1,2
2,61,3,7,2,1,2,0,0,0,0,0,0,4,0,1,2020,2,1,2
1,33,4,1,1,2,1,1,2,1,2,2,2,0,1,1,2020,2,2,2
2,28,4,1,2,1,2,0,0,0,0,0,0,4,0,1,2020,1,2,2
2,20,4,6,1,2,1,2,2,1,2,2,2,0,2,1,2020,2,2,2
2,60,2,3,2,1,2,0,0,0,0,0,0,4,0,1,2020,2,2,1
2,56,4,8,2,2,2,0,0,0,0,0,0,0,0,1,2020,2,2,2
1,27,5,1,1,2,1,3,2,2,2,1,1,0,1,1,2020,2,2,2
2,37,4,1,2,2,1,0,0,0,0,0,0,0,1,1,2020,2,2,2
1,47,4,1,2,2,1,0,0,0,0,0,0,0,1,1,2020,2,2,2
2,51,4,1,1,2,2,4,2,2,1,1,2,0,0,1,2020,2,2,2
2,30,5,1,1,1,1,3,2,2,2,1,1,4,1,1,2020,1,1,2
2,57,3,1,1,2,2,1,1,2,2,2,2,0,0,1,2020,2,2,2
2,33,2,7,2,2,2,0,0,0,0,0,0,0,0,1,2020,2,2,2
2,37,4,7,2,2,2,0,0,0,0,0,0,0,0,1,2020,2,2,2
1,21,4,6,1,1,1,2,2,1,2,1,2,4,2,1,2020,1,2,1
2,37,4,1,1,1,1,1,2,1,2,2,2,1,1,1,2020,1,1,2
1,60,4,1,1,1,1,1,2,1,2,2,2,3,1,1,2020,1,2,2
1,28,4,1,2,2,1,0,0,0,0,0,0,0,4,1,2020,2,2,2
1,34,4,1,2,2,1,0,0,0,0,0,0,0,1,1,2020,2,2,2
2,74,2,1,1,2,2,5,2,2,1,2,2,0,0,1,2020,2,2,2
2,59,4,1,2,1,2,0,0,0,0,0,0,4,0,1,2020,1,1,2
2,21,4,1,1,2,1,4,2,2,2,1,1,0,4,1,2020,2,2,2
1,38,2,1,2,1,2,0,0,0,0,0,0,4,0,1,2020,2,2,1
1,25,3,1,1,2,1,4,2,2,2,1,1,0,3,1,2020,2,2,2
2,50,2,1,1,2,1,3,2,2,1,2,2,0,3,1,2020,2,2,2
2,26,3,1,2,1,2,0,0,0,0,0,0,4,0,1,2020,2,2,1
2,31,3,4,2,2,2,0,0,0,0,0,0,0,0,1,2020,2,2,2
1,29,2,1,2,2,2,0,0,0,0,0,0,0,0,1,2020,2,2,2
1,24,2,1,2,1,2,0,0,0,0,0,0,4,0,1,2020,2,1,2
1,57,4,1,1,2,1,1,2,1,2,2,2,0,3,1,2020,2,2,2
2,54,4,1,2,1,1,0,0,0,0,0,0,3,3,1,2020,1,2,2
1,65,2,1,1,2,2,4,2,2,1,2,2,0,0,1,2020,2,2,2
2,46,2,1,1,1,2,4,2,1,2,1,2,4,0,1,2020,2,2,1
1,46,4,1,1,1,1,4,2,2,2,2,1,4,4,1,2020,1,2,2
2,52,4,1,1,2,2,1,2,1,2,2,2,0,0,1,2020,2,2,2
2,48,5,7,1,2,2,4,2,2,2,1,2,0,0,1,2020,2,2,2
2,47,4,7,2,1,1,0,0,0,0,0,0,4,3,1,2020,2,1,2
1,44,3,1,2,2,2,0,0,0,0,0,0,0,0,1,2020,2,2,2
2,39,3,7,1,2,1,5,2,2,1,2,2,0,3,1,2020,2,2,2
2,23,4,6,1,2,1,4,2,2,2,1,2,0,4,1,2020,2,2,2
1,37,3,1,2,2,2,0,0,0,0,0,0,0,0,1,2020,2,2,2
2,71,2,7,1,2,2,4,2,2,2,2,1,0,0,1,2020,2,2,2
2,56,2,1,1,2,2,3,1,2,2,2,2,0,0,1,2020,2,2,2
2,29,2,1,1,2,1,4,2,2,1,2,1,0,4,1,2020,2,2,2
2,80,2,7,1,2,2,4,2,2,1,2,2,0,0,1,2020,2,2,2
1,76,4,7,2,1,2,0,0,0,0,0,0,4,0,1,2020,1,1,1
1,72,4,1,1,1,1,3,2,2,2,1,1,3,3,1,2020,1,1,2
1,56,4,1,2,1,2,0,0,0,0,0,0,3,0,1,2020,1,1,2
2,30,3,1,1,1,2,4,2,2,2,1,2,3,0,1,2020,1,1,2
2,34,4,1,2,1,2,0,0,0,0,0,0,4,0,1,2020,1,1,2
1,24,4,1,1,1,1,4,1,1,1,1,1,4,4,1,2020,1,2,1
2,58,2,1,2,1,2,0,0,0,0,0,0,4,0,1,2020,2,1,2
2,63,4,1,1,2,2,4,2,2,1,1,2,0,0,1,2020,2,2,2
1,52,3,1,2,2,2,0,0,0,0,0,0,0,0,1,2020,2,2,2
2,73,2,7,1,2,2,3,2,2,1,2,2,0,0,1,2020,2,2,2
2,25,4,1,1,2,1,4,2,2,1,2,2,0,4,1,2020,2,2,2
1,24,4,6,1,1,1,2,2,1,2,2,2,2,2,1,2020,2,1,2
2,43,4,1,2,2,2,0,0,0,0,0,0,0,0,1,2020,2,2,2
2,24,3,1,2,2,2,0,0,0,0,0,0,0,0,1,2020,2,2,2
1,40,3,1,2,2,2,0,0,0,0,0,0,0,0,1,2020,2,2,2
1,29,4,1,2,2,2,0,0,0,0,0,0,0,0,1,2020,2,2,2
1,38,4,1,1,1,1,1,2,1,1,2,2,1,4,1,2020,1,2,2
1,27,4,1,1,2,1,2,2,1,2,2,2,0,2,1,2020,2,2,2
2,59,4,8,1,2,1,5,2,2,1,2,2,0,4,1,2020,2,2,2
2,29,4,1,1,1,1,1,2,1,2,2,1,1,3,1,2020,1,1,2
2,64,2,7,1,1,2,5,2,2,1,2,2,5,0,1,2020,2,2,1
2,37,4,1,1,1,1,2,2,1,1,2,1,3,4,1,2020,1,2,1
2,44,3,1,1,2,2,5,2,2,2,2,1,0,0,1,2020,2,2,2
2,30,5,1,2,1,1,0,0,0,0,0,0,1,4,1,2020,1,2,2
1,44,3,1,1,2,2,5,2,2,1,2,2,0,0,1,2020,2,2,2
2,65,2,7,1,2,2,5,2,2,2,2,1,0,0,1,2020,2,2,2
1,37,3,1,2,1,1,0,0,0,0,0,0,4,4,1,2020,1,2,2
1,20,4,6,1,1,1,2,2,1,2,2,2,2,2,1,2020,1,2,1
2,27,3,1,2,2,1,0,0,0,0,0,0,0,1,1,2020,2,2,2
1,59,3,8,1,2,2,5,2,1,1,2,2,0,0,1,2020,2,2,2
1,48,4,4,2,2,2,0,0,0,0,0,0,0,0,1,2020,2,2,2
2,37,4,1,1,2,1,1,2,1,2,2,2,0,1,1,2020,2,2,2
1,29,4,1,1,1,1,1,2,1,2,2,2,3,1,1,2020,1,2,2
1,47,2,1,2,2,1,0,0,0,0,0,0,0,4,1,2020,2,2,2
2,25,4,4,1,1,1,3,2,2,1,2,1,3,4,1,2020,1,1,2
2,61,4,7,1,2,2,5,2,2,1,2,2,0,0,1,2020,2,2,2
2,24,4,4,1,1,1,4,2,2,1,1,2,4,4,1,2020,1,1,1
1,35,2,1,1,2,1,3,2,2,1,2,2,0,3,1,2020,2,2,2
1,63,2,8,1,2,2,5,2,2,1,2,2,0,0,1,2020,2,2,2
1,47,4,1,2,1,1,0,0,0,0,0,0,3,3,1,2020,1,2,2
1,46,4,1,2,1,1,0,0,0,0,0,0,3,3,1,2020,1,2,2
1,46,4,1,2,2,1,0,0,0,0,0,0,0,4,1,2020,2,2,2
1,72,2,8,1,2,2,5,2,2,1,2,2,0,0,1,2020,2,2,2
2,38,4,1,2,2,1,0,0,0,0,0,0,0,4,1,2020,2,2,2
2,53,4,1,1,1,1,1,1,2,1,2,2,5,3,1,2020,2,2,1
2,34,4,1,2,1,2,0,0,0,0,0,0,4,0,1,2020,2,1,2
1,53,4,1,1,2,1,4,2,2,2,1,2,0,3,1,2020,2,2,2
2,61,2,7,1,2,1,3,1,2,1,1,2,0,3,1,2020,2,2,2
2,43,1,7,2,2,2,0,0,0,0,0,0,0,0,1,2020,2,2,2
1,47,4,1,1,1,1,1,1,1,2,2,2,1,1,1,2020,1,1,1
2,77,4,7,2,2,2,0,0,0,0,0,0,0,0,1,2020,2,2,2
2,55,5,1,1,1,1,1,2,1,2,1,2,1,1,1,2020,1,2,2
2,48,3,1,2,2,1,0,0,0,0,0,0,0,4,1,2020,2,2,2
2,30,2,7,2,2,1,0,0,0,0,0,0,0,4,1,2020,2,2,2
2,63,3,7,2,2,2,0,0,0,0,0,0,0,0,1,2020,2,2,2
1,30,4,1,2,1,1,0,0,0,0,0,0,1,1,1,2020,2,1,2
1,59,4,1,1,2,2,3,2,2,2,1,2,0,0,1,2020,2,2,2
1,28,4,1,2,2,1,0,0,0,0,0,0,0,3,1,2020,2,2,2
2,41,4,1,1,2,1,5,2,2,1,2,2,0,1,1,2020,2,2,2
2,35,3,7,2,2,2,0,0,0,0,0,0,0,0,1,2020,2,2,2
1,68,4,8,2,2,2,0,0,0,0,0,0,0,0,1,2020,2,2,2
1,70,1,1,2,2,2,0,0,0,0,0,0,0,0,2,2020,2,2,2
1,47,2,1,2,1,2,0,0,0,0,0,0,4,0,1,2020,1,1,1
2,54,1,7,2,2,1,0,0,0,0,0,0,0,3,1,2020,2,2,2
1,23,2,1,2,2,1,0,0,0,0,0,0,0,4,1,2020,2,2,2
1,43,4,1,2,2,1,0,0,0,0,0,0,0,1,1,2020,2,2,2
2,26,4,4,1,2,1,4,2,2,1,2,2,0,4,1,2020,2,2,2
2,26,2,7,2,2,2,0,0,0,0,0,0,0,0,1,2020,2,2,2
2,37,4,4,2,1,1,0,0,0,0,0,0,4,4,1,2020,2,1,1
2,58,4,1,1,2,1,3,2,2,1,1,2,0,3,1,2020,2,2,2
2,21,4,6,2,1,1,0,0,0,0,0,0,4,4,1,2020,2,1,1
2,42,4,7,2,1,1,0,0,0,0,0,0,4,3,1,2020,1,1,1
1,61,3,1,2,2,1,0,0,0,0,0,0,0,4,1,2020,2,2,2
1,70,2,8,2,2,2,0,0,0,0,0,0,0,0,1,2020,2,2,2
2,62,2,1,2,2,2,0,0,0,0,0,0,0,0,1,2020,2,2,2
2,26,2,7,2,2,2,0,0,0,0,0,0,0,0,1,2020,2,2,2
2,51,2,7,1,2,2,3,2,1,2,2,2,0,0,1,2020,2,2,2
1,34,2,4,2,1,1,0,0,0,0,0,0,4,4,1,2020,1,1,1
1,45,4,1,1,1,1,1,1,1,2,2,1,1,1,1,2020,1,1,2
1,52,4,1,2,2,1,0,0,0,0,0,0,0,3,1,2020,2,2,2
2,30,3,7,1,1,2,4,2,2,2,1,2,3,0,1,2020,2,1,2
1,46,2,1,2,1,1,0,0,0,0,0,0,3,3,1,2020,1,2,2
2,44,2,1,1,1,1,4,2,2,2,2,1,4,2,1,2020,1,2,2
2,19,3,7,1,1,2,4,2,2,1,2,2,4,0,1,2020,2,2,1
1,66,2,8,2,2,2,0,0,0,0,0,0,0,0,1,2020,2,2,2
2,43,5,1,1,1,1,1,2,1,2,2,1,3,1,1,2020,1,2,2
2,27,3,1,1,1,2,3,2,2,2,2,1,2,0,1,2020,1,2,2
1,51,2,1,2,1,2,0,0,0,0,0,0,3,0,1,2020,1,2,2
1,57,3,1,2,2,2,0,0,0,0,0,0,0,0,1,2020,2,2,2
2,33,2,2,2,1,2,0,0,0,0,0,0,4,0,1,2020,2,2,1
2,36,4,1,2,1,2,0,0,0,0,0,0,4,0,1,2020,1,2,2
1,47,2,1,1,2,2,4,2,2,2,1,1,0,0,1,2020,2,2,2
1,45,2,1,1,2,2,3,2,2,1,2,2,0,0,1,2020,2,2,2
2,52,2,7,1,2,2,4,2,2,2,2,1,0,0,1,2020,2,2,2
1,59,3,1,2,2,1,0,0,0,0,0,0,0,3,1,2020,2,2,2
1,46,2,1,1,1,2,3,2,2,1,2,2,3,0,1,2020,1,2,2
2,71,2,7,2,2,2,0,0,0,0,0,0,0,0,1,2020,2,2,2
2,55,2,1,2,2,2,0,0,0,0,0,0,0,0,1,2020,2,2,2
2,42,4,1,1,1,1,1,2,1,2,2,2,1,1,1,2020,2,1,2
1,53,2,1,1,1,2,4,2,2,2,2,1,4,0,1,2020,2,2,1
2,29,4,1,1,1,1,3,2,2,2,2,1,3,3,1,2020,1,2,2
2,35,2,1,1,2,2,4,2,2,2,2,1,0,0,1,2020,2,2,2
1,66,2,1,2,2,2,0,0,0,0,0,0,0,0,1,2020,2,2,2
1,20,3,1,2,2,1,0,0,0,0,0,0,0,4,1,2020,2,2,2
2,60,3,7,2,2,2,0,0,0,0,0,0,0,0,1,2020,2,2,2
1,26,3,1,1,1,1,2,2,1,2,2,1,2,2,1,2020,1,2,2
2,68,2,7,1,2,2,4,2,2,2,1,2,0,0,1,2020,2,2,2
1,70,2,8,1,2,2,4,2,2,2,1,2,0,0,1,2020,2,2,2
2,43,4,7,1,2,1,3,2,2,1,2,2,0,4,1,2020,2,2,2
1,37,5,1,1,1,1,1,2,1,2,2,2,3,1,1,2020,1,1,2
2,47,4,1,1,2,1,3,2,2,2,1,2,0,3,1,2020,2,2,2
2,32,4,1,1,1,1,4,2,2,1,2,2,4,4,1,2020,1,2,2
2,45,4,1,1,1,1,2,2,2,1,2,2,3,1,1,2020,2,1,2
2,54,3,1,1,2,1,4,2,2,1,2,2,0,3,1,2020,2,2,2
1,73,4,7,1,2,2,4,2,2,2,1,2,0,0,1,2020,2,2,2
2,41,4,1,1,1,1,4,2,2,2,2,1,4,3,1,2020,1,1,2
2,48,2,1,2,2,2,0,0,0,0,0,0,0,0,2,2020,2,2,2
2,53,2,1,2,2,2,0,0,0,0,0,0,0,0,1,2020,2,2,2
2,47,2,1,2,2,2,0,0,0,0,0,0,0,0,1,2020,2,2,2
2,28,3,1,1,1,1,4,2,2,2,1,2,4,4,1,2020,1,2,1
1,45,3,1,1,2,1,2,2,2,1,1,2,0,2,1,2020,2,2,2
1,81,1,8,2,2,2,0,0,0,0,0,0,0,0,2,2020,2,2,2
1,28,4,4,1,1,2,1,2,2,1,2,2,3,0,1,2020,1,2,2
1,59,2,1,2,2,2,0,0,0,0,0,0,0,0,1,2020,2,2,2
1,36,4,1,1,2,1,4,2,2,2,1,2,0,4,1,2020,2,2,2
1,47,2,1,1,1,2,4,2,2,2,1,2,4,0,1,2020,1,2,1
1,54,3,1,1,2,1,4,2,2,2,2,1,0,2,1,2020,2,2,2
1,36,2,4,2,2,2,0,0,0,0,0,0,0,0,1,2020,2,2,2
2,26,2,7,2,2,1,0,0,0,0,0,0,0,3,1,2020,2,2,2
2,68,2,7,2,1,2,0,0,0,0,0,0,4,0,1,2020,1,2,1
1,62,4,8,2,2,1,0,0,0,0,0,0,0,3,1,2020,2,2,2
2,38,4,7,2,2,1,0,0,0,0,0,0,0,3,1,2020,2,2,2
2,68,2,7,2,1,2,0,0,0,0,0,0,5,0,1,2020,2,2,1
1,29,3,1,1,2,1,4,1,2,2,2,2,0,3,1,2020,2,2,2
1,33,4,1,2,2,1,0,0,0,0,0,0,0,3,1,2020,2,2,2
1,21,3,1,1,2,1,2,2,1,2,2,2,0,2,1,2020,2,2,2
2,44,4,7,2,2,2,0,0,0,0,0,0,0,0,1,2020,2,2,2
1,36,2,1,1,1,2,4,2,2,2,2,1,4,0,1,2020,2,1,1
2,44,2,1,2,2,2,0,0,0,0,0,0,0,0,1,2020,2,2,2
2,52,2,7,1,2,1,3,2,1,2,2,2,0,4,1,2020,2,2,2
2,38,2,7,1,1,1,3,2,2,1,2,2,4,4,1,2020,1,1,2
1,28,3,1,1,1,1,1,2,1,2,2,2,1,3,1,2020,2,2,1
2,44,2,1,1,2,1,5,2,2,1,2,2,0,3,1,2020,2,2,2
2,39,2,7,2,1,1,0,0,0,0,0,0,4,4,1,2020,2,1,1
1,30,2,1,2,1,1,0,0,0,0,0,0,3,3,1,2020,1,2,1
2,18,2,1,2,1,1,0,0,0,0,0,0,4,3,1,2020,1,1,2
2,23,4,1,1,2,1,4,2,1,1,2,1,0,2,1,2020,2,2,2
1,42,2,1,2,1,1,0,0,0,0,0,0,4,3,1,2020,1,2,1
2,39,3,7,2,1,2,0,0,0,0,0,0,4,0,1,2020,1,1,1
1,18,2,1,2,1,1,0,0,0,0,0,0,4,3,1,2020,1,2,1
1,70,2,1,2,2,1,0,0,0,0,0,0,0,3,1,2020,2,2,2
2,89,2,7,2,2,2,0,0,0,0,0,0,0,0,1,2020,2,2,2
