"sexo","edad","nivel","cond_act","p3_1","p3_2","p3_5","p5","p6_1","p6_2","p6_3","p6_4","p6_5","p11","p25","p35","year","p12_info","p12_prac","p12_entr"
2,70,2,9,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
2,21,2,1,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
2,43,2,7,1,2,1,5,2,2,1,2,2,0,3,1,2022,2,2,2
1,20,4,6,1,2,1,2,1,2,2,2,2,0,2,1,2022,2,2,2
2,60,4,1,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
2,24,4,6,1,1,1,2,2,1,2,1,2,4,2,1,2022,1,1,2
1,82,5,8,1,1,1,3,2,2,1,2,1,3,3,1,2022,1,2,2
1,49,4,1,1,1,1,4,2,1,2,2,1,1,4,1,2022,1,2,2
1,26,2,1,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
2,60,3,1,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
2,32,2,1,1,2,2,5,2,2,1,2,2,0,0,1,2022,2,2,2
1,43,2,1,1,2,2,4,2,2,2,2,1,0,0,1,2022,2,2,2
1,42,4,1,1,2,1,4,2,2,2,1,2,0,4,1,2022,2,2,2
1,36,3,1,1,1,1,3,2,2,2,1,1,4,3,1,2022,1,2,1
2,63,4,1,1,1,1,1,2,1,2,1,2,1,3,1,2022,1,2,2
2,40,3,1,2,2,1,0,0,0,0,0,0,0,4,1,2022,2,2,2
2,65,2,7,1,2,2,5,2,2,1,2,2,0,0,1,2022,2,2,2
2,25,3,7,1,2,1,4,1,2,2,2,2,0,4,1,2022,2,2,2
2,47,3,1,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
2,30,2,7,2,1,2,0,0,0,0,0,0,4,0,1,2022,1,2,2
2,38,2,1,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
2,32,2,7,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
1,69,3,1,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
2,21,3,1,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
2,62,2,8,1,2,2,4,2,2,1,1,2,0,0,1,2022,2,2,2
2,67,4,8,1,2,1,3,2,2,1,2,2,0,4,1,2022,2,2,2
2,43,3,7,1,1,1,4,2,2,2,1,2,4,4,1,2022,1,2,2
2,31,3,1,2,1,2,0,0,0,0,0,0,4,0,1,2022,2,2,1
1,34,3,1,2,2,1,0,0,0,0,0,0,0,4,1,2022,2,2,2
1,34,3,1,2,1,2,0,0,0,0,0,0,4,0,1,2022,1,2,1
2,18,2,7,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
1,22,4,7,1,2,2,4,2,2,2,1,2,0,0,1,2022,2,2,2
1,23,4,1,2,2,1,0,0,0,0,0,0,0,3,1,2022,2,2,2
2,46,5,1,1,1,1,4,2,1,1,1,1,4,3,1,2022,1,2,2
1,67,5,1,1,2,1,4,2,2,2,1,2,0,3,1,2022,2,2,2
2,25,4,6,1,2,1,2,2,1,2,2,2,0,4,1,2022,2,2,2
2,43,5,1,1,2,1,3,2,1,1,1,1,0,3,1,2022,2,2,2
2,64,3,7,1,2,2,3,1,2,2,2,2,0,0,1,2022,2,2,2
1,35,5,1,1,1,1,3,2,1,1,1,1,4,3,1,2022,1,1,2
1,31,4,1,1,2,1,4,2,1,2,1,2,0,3,1,2022,2,2,2
1,35,2,1,2,2,1,0,0,0,0,0,0,0,4,1,2022,2,2,2
1,46,2,1,2,2,1,0,0,0,0,0,0,0,4,1,2022,2,2,2
2,25,3,7,1,2,1,4,2,2,2,1,2,0,4,1,2022,2,2,2
2,28,4,6,1,1,1,4,2,2,2,1,2,4,4,1,2022,2,2,1
2,58,2,1,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
2,40,3,1,1,2,1,2,2,2,1,2,2,0,4,1,2022,2,2,2
1,37,3,1,2,1,2,0,0,0,0,0,0,4,0,1,2022,1,2,2
2,54,2,1,2,1,2,0,0,0,0,0,0,4,0,1,2022,2,2,1
1,30,2,1,1,2,2,4,2,2,2,1,2,0,0,1,2022,2,2,2
1,48,3,1,1,1,2,3,2,2,2,1,2,4,0,1,2022,1,2,2
1,35,5,1,1,2,1,4,2,2,2,1,2,0,3,1,2022,2,2,2
2,62,2,8,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
1,40,2,1,2,2,1,0,0,0,0,0,0,0,4,1,2022,2,2,2
2,59,2,7,1,2,1,4,2,2,1,2,2,0,3,1,2022,2,2,2
1,47,3,1,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
1,27,4,1,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
2,39,2,7,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
2,38,4,7,1,2,2,4,2,2,2,1,2,0,0,1,2022,2,2,2
1,64,2,1,1,2,2,4,2,2,2,1,2,0,0,1,2022,2,2,2
1,63,2,8,1,1,2,4,2,1,2,2,2,4,0,1,2022,2,2,1
2,31,2,7,1,2,1,3,2,2,1,2,2,0,5,1,2022,2,2,2
2,59,2,7,1,2,1,4,2,2,2,1,2,0,4,1,2022,2,2,2
2,31,2,7,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
1,56,2,1,2,1,1,0,0,0,0,0,0,3,4,1,2022,1,2,2
2,35,3,7,1,2,1,4,2,2,2,2,1,0,2,1,2022,2,2,2
2,43,2,7,1,2,2,4,1,2,2,2,2,0,0,1,2022,2,2,2
1,65,2,1,1,2,2,4,2,2,1,2,2,0,0,1,2022,2,2,2
2,39,2,7,1,2,1,4,2,2,2,1,2,0,4,1,2022,2,2,2
2,62,2,7,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
1,60,3,4,1,2,1,5,2,2,1,2,2,0,5,1,2022,2,2,2
2,35,4,1,2,2,1,0,0,0,0,0,0,0,3,1,2022,2,2,2
2,55,4,1,1,1,1,1,2,1,1,2,2,4,4,1,2022,2,1,1
2,51,3,1,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
2,30,4,7,1,1,1,4,2,2,2,1,2,4,4,1,2022,1,2,2
1,18,3,6,1,2,2,2,2,2,2,2,1,0,0,1,2022,2,2,2
2,38,4,1,1,2,1,1,2,1,1,1,1,0,3,1,2022,2,2,2
2,65,2,1,1,2,2,4,2,2,2,2,1,0,0,1,2022,2,2,2
1,42,3,1,1,2,1,4,2,2,2,1,2,0,4,1,2022,2,2,2
2,37,2,7,1,2,1,3,2,2,1,2,2,0,3,1,2022,2,2,2
2,44,2,7,1,2,2,4,2,2,1,2,2,0,0,1,2022,2,2,2
2,19,3,1,1,2,1,4,2,2,2,1,2,0,4,1,2022,2,2,2
1,68,2,1,1,2,2,3,2,2,1,2,2,0,0,1,2022,2,2,2
2,23,2,7,1,2,2,4,2,1,1,1,2,0,0,1,2022,2,2,2
2,71,2,8,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
1,26,3,1,2,2,1,0,0,0,0,0,0,0,4,1,2022,2,2,2
1,42,3,1,1,2,2,5,2,2,1,2,2,0,0,1,2022,2,2,2
2,66,2,1,2,2,1,0,0,0,0,0,0,0,4,1,2022,2,2,2
1,50,3,1,1,1,1,4,2,2,2,1,2,4,3,1,2022,1,2,1
1,56,4,1,1,1,2,4,2,2,2,1,2,4,0,1,2022,1,2,2
1,43,2,1,1,2,2,4,2,2,2,1,1,0,0,1,2022,2,2,2
2,44,4,1,1,2,1,4,2,2,1,2,2,0,3,1,2022,2,2,2
1,72,4,8,1,2,2,3,2,2,2,2,1,0,0,1,2022,2,2,2
2,36,4,7,2,2,1,0,0,0,0,0,0,0,2,1,2022,2,2,2
1,52,3,1,1,2,1,5,2,2,1,2,2,0,4,1,2022,2,2,2
2,64,2,1,1,2,2,4,2,2,1,2,2,0,0,1,2022,2,2,2
1,24,4,1,2,1,1,0,0,0,0,0,0,4,4,1,2022,1,2,1
2,57,5,1,1,1,1,3,2,2,2,1,2,3,1,1,2022,1,2,2
2,59,4,8,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
2,43,2,7,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
2,61,2,5,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
1,48,3,9,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
1,59,4,1,1,1,1,3,2,2,2,2,1,4,3,1,2022,1,2,2
1,33,4,1,1,2,1,4,2,2,2,2,1,0,1,1,2022,2,2,2
1,40,3,1,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
2,42,3,1,1,2,1,3,2,2,1,2,2,0,3,1,2022,2,2,2
1,20,3,1,1,1,1,4,2,2,2,1,2,3,4,1,2022,1,2,2
2,27,2,1,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
1,39,2,1,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
2,20,4,6,1,2,1,2,2,1,2,1,1,0,4,1,2022,2,2,2
2,32,3,1,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
2,68,4,8,1,2,2,5,2,2,1,2,2,0,0,1,2022,2,2,2
2,47,4,7,2,1,2,0,0,0,0,0,0,4,0,1,2022,2,1,2
1,57,2,1,2,1,2,0,0,0,0,0,0,4,0,1,2022,2,2,1
2,28,4,1,1,1,1,2,2,1,2,2,2,2,2,1,2022,1,2,2
1,38,2,1,1,2,1,4,2,2,1,1,2,0,3,1,2022,2,2,2
2,59,3,7,1,1,2,4,2,2,2,2,1,2,0,1,2022,1,2,2
2,37,5,1,1,2,1,1,2,1,2,2,2,0,1,1,2022,2,2,2
2,66,2,7,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
1,68,3,1,1,2,2,4,1,2,2,1,2,0,0,1,2022,2,2,2
2,18,2,7,1,2,2,4,2,2,2,1,2,0,0,1,2022,2,2,2
1,29,2,1,1,2,2,4,2,2,1,2,2,0,0,1,2022,2,2,2
2,33,4,1,1,2,2,2,2,1,2,2,2,0,0,1,2022,2,2,2
1,29,4,1,1,1,2,1,1,2,2,2,2,1,0,1,2022,2,2,1
1,39,4,1,1,1,1,2,2,2,2,2,1,4,1,1,2022,1,2,2
2,53,2,1,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
2,29,4,1,1,2,2,4,1,2,2,2,2,0,0,1,2022,2,2,2
2,45,2,1,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
2,59,2,7,1,2,2,4,2,2,1,2,2,0,0,1,2022,2,2,2
1,71,2,8,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
1,41,2,1,1,1,2,3,2,2,1,1,2,3,0,1,2022,1,2,1
1,62,4,8,1,2,2,3,2,2,2,1,2,0,0,1,2022,2,2,2
1,20,4,6,1,2,1,3,2,1,2,1,1,0,1,1,2022,2,2,2
1,34,4,1,1,1,1,3,2,1,2,1,1,3,1,1,2022,1,2,2
2,38,2,1,1,2,1,4,2,2,2,1,2,0,4,1,2022,2,2,2
2,73,2,1,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
1,28,2,1,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
1,45,2,1,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
1,57,4,1,1,2,2,3,2,2,2,1,2,0,0,1,2022,2,2,2
1,19,3,6,1,2,1,2,2,1,2,2,2,0,2,1,2022,2,2,2
2,34,2,1,1,1,1,3,2,2,1,1,2,3,2,1,2022,1,2,1
2,35,2,7,1,2,2,3,1,2,2,2,2,0,0,1,2022,2,2,2
1,42,2,1,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
1,43,4,1,1,2,2,3,2,1,2,2,2,0,0,1,2022,2,2,2
1,30,4,1,1,2,2,4,2,1,2,2,2,0,0,1,2022,2,2,2
2,68,2,7,1,2,2,4,2,2,2,1,2,0,0,1,2022,2,2,2
1,29,4,1,1,2,1,3,2,2,2,1,2,0,3,1,2022,2,2,2
2,48,2,7,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
1,45,2,1,2,2,1,0,0,0,0,0,0,0,4,1,2022,2,2,2
2,68,2,1,2,1,2,0,0,0,0,0,0,4,0,1,2022,1,2,2
1,72,2,8,1,1,2,4,2,2,1,2,2,4,0,1,2022,2,2,1
2,74,2,7,1,2,2,5,2,2,1,2,2,0,0,1,2022,2,2,2
2,40,2,7,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
1,29,2,1,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
2,54,2,7,2,2,1,0,0,0,0,0,0,0,4,1,2022,2,2,2
1,61,4,8,2,1,1,0,0,0,0,0,0,4,3,1,2022,2,1,2
2,55,2,7,2,1,2,0,0,0,0,0,0,4,0,1,2022,2,2,1
2,62,4,8,1,1,1,3,2,2,2,1,2,4,4,1,2022,2,2,1
2,25,4,1,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
1,29,4,1,1,2,2,4,2,1,2,1,1,0,0,1,2022,2,2,2
1,39,4,1,2,1,1,0,0,0,0,0,0,4,3,1,2022,1,2,2
1,44,5,1,1,1,1,1,2,1,2,2,2,3,1,1,2022,1,2,2
2,51,4,1,1,2,1,3,2,2,2,1,2,0,3,1,2022,2,2,2
1,56,3,1,2,2,1,0,0,0,0,0,0,0,1,1,2022,2,2,2
2,22,4,6,1,1,1,4,2,2,2,2,1,2,2,1,2022,1,2,2
2,33,4,1,2,2,1,0,0,0,0,0,0,0,1,1,2022,2,2,2
1,25,4,1,1,2,1,1,2,1,2,2,2,0,2,1,2022,2,2,2
2,48,4,1,1,1,2,4,2,2,1,2,2,4,0,1,2022,2,2,1
2,48,4,1,2,1,2,0,0,0,0,0,0,5,0,1,2022,2,2,1
2,25,2,7,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
2,18,2,1,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
1,27,2,1,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
1,54,2,1,2,2,2,0,0,0,0,0,0,0,0,2,2022,2,2,2
2,43,5,1,1,1,1,1,1,1,2,2,2,1,1,1,2022,1,2,2
1,53,2,1,2,1,2,0,0,0,0,0,0,3,0,1,2022,1,2,1
2,61,4,3,1,2,1,1,2,2,2,2,1,0,1,1,2022,2,2,2
1,21,4,6,1,2,1,4,1,2,2,1,2,0,4,1,2022,2,2,2
1,26,4,4,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
2,39,3,7,1,2,1,4,2,2,2,1,2,0,4,1,2022,2,2,2
2,72,4,8,2,1,2,0,0,0,0,0,0,4,0,1,2022,1,2,2
1,67,2,7,2,2,1,0,0,0,0,0,0,0,3,1,2022,2,2,2
2,38,4,1,2,1,1,0,0,0,0,0,0,4,4,1,2022,1,2,2
1,27,4,1,1,2,1,4,2,1,1,1,2,0,3,1,2022,2,2,2
1,56,2,3,1,2,2,4,2,2,2,1,2,0,0,1,2022,2,2,2
2,31,2,7,2,2,1,0,0,0,0,0,0,0,4,1,2022,2,2,2
2,38,3,7,1,1,2,3,2,2,2,2,1,3,0,1,2022,1,2,2
2,71,4,8,1,2,1,3,2,2,1,2,1,0,3,1,2022,2,2,2
2,36,4,1,1,2,1,4,2,1,2,2,2,0,2,1,2022,2,2,2
2,70,4,7,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
1,29,5,1,1,1,2,1,2,1,2,2,2,1,0,1,2022,1,2,2
2,29,3,1,1,2,2,1,2,1,2,2,2,0,0,1,2022,2,2,2
2,51,2,2,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
1,43,4,1,2,1,2,0,0,0,0,0,0,4,0,1,2022,2,1,2
1,44,2,1,1,1,2,5,2,2,2,2,1,4,0,1,2022,2,2,1
2,24,4,6,2,2,1,0,0,0,0,0,0,0,2,1,2022,2,2,2
1,28,3,1,2,2,1,0,0,0,0,0,0,0,4,1,2022,2,2,2
1,31,5,1,1,2,1,3,2,2,2,2,1,0,3,1,2022,2,2,2
1,33,2,1,2,1,2,0,0,0,0,0,0,4,0,1,2022,2,2,1
2,44,3,1,1,2,2,4,2,2,1,1,2,0,0,1,2022,2,2,2
2,36,2,1,1,1,1,4,2,2,2,1,2,3,1,1,2022,2,1,2
1,53,3,4,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
1,68,4,1,2,2,1,0,0,0,0,0,0,0,4,1,2022,2,2,2
2,65,4,1,1,2,2,4,2,2,1,1,2,0,0,1,2022,2,2,2
2,24,2,1,1,2,1,4,1,2,2,2,2,0,4,1,2022,2,2,2
2,34,2,1,1,1,2,4,2,2,1,2,2,4,0,1,2022,2,1,2
1,27,2,1,1,1,1,4,2,2,1,2,2,4,3,1,2022,2,1,2
2,63,4,7,1,2,2,4,2,2,2,1,2,0,0,1,2022,2,2,2
1,37,4,4,2,2,1,0,0,0,0,0,0,0,1,1,2022,2,2,2
2,31,5,1,2,1,1,0,0,0,0,0,0,4,4,1,2022,2,1,1
2,36,4,7,1,1,1,3,2,1,2,1,2,4,3,1,2022,1,2,2
1,40,4,1,2,1,2,0,0,0,0,0,0,4,0,1,2022,1,2,2
1,49,4,1,2,1,1,0,0,0,0,0,0,4,4,1,2022,2,1,2
2,29,4,1,1,2,2,3,2,2,2,2,1,0,0,1,2022,2,2,2
2,69,4,8,1,2,2,4,2,2,2,2,1,0,0,1,2022,2,2,2
1,57,3,1,1,2,2,4,2,2,2,1,2,0,0,1,2022,2,2,2
2,41,2,1,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
2,37,2,1,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
2,54,2,1,1,2,2,5,2,2,1,2,2,0,0,1,2022,2,2,2
2,65,4,1,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
1,21,4,6,1,2,2,4,2,2,2,1,2,0,0,1,2022,2,2,2
2,33,4,1,1,2,2,4,2,2,2,1,2,0,0,1,2022,2,2,2
1,35,4,5,1,2,2,4,2,2,2,1,2,0,0,1,2022,2,2,2
2,77,2,8,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
1,46,2,1,1,2,2,5,2,2,1,2,2,0,0,1,2022,2,2,2
2,23,3,1,1,1,2,4,2,2,2,2,1,4,0,1,2022,2,2,1
1,24,3,1,1,2,2,4,2,2,2,1,2,0,0,1,2022,2,2,2
2,59,3,1,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
1,31,4,1,1,1,1,3,2,2,2,1,2,3,4,1,2022,1,2,2
1,34,2,1,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
1,28,4,1,1,1,1,2,2,1,2,2,2,1,3,1,2022,2,1,2
2,28,2,1,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
2,41,2,1,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
1,38,3,1,2,1,1,0,0,0,0,0,0,3,3,1,2022,1,2,2
2,58,2,8,1,2,2,4,2,2,1,2,2,0,0,1,2022,2,2,2
2,59,2,7,1,2,2,3,2,2,2,1,2,0,0,1,2022,2,2,2
2,65,2,1,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
1,36,3,1,1,2,2,2,2,1,1,2,2,0,0,1,2022,2,2,2
1,63,2,4,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
2,57,4,1,1,2,2,5,2,2,1,2,2,0,0,1,2022,2,2,2
1,24,2,1,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
2,36,2,1,1,2,1,5,2,2,1,2,2,0,4,1,2022,2,2,2
2,35,4,1,1,2,2,3,2,2,2,1,2,0,0,1,2022,2,2,2
1,27,4,1,1,1,1,4,2,2,2,1,1,4,2,1,2022,1,2,1
1,61,4,8,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
1,30,4,1,1,1,2,4,2,2,2,1,2,4,0,1,2022,1,2,2
1,37,4,1,1,1,2,4,2,2,2,1,2,4,0,1,2022,1,2,2
2,72,2,8,1,2,2,3,2,2,2,2,1,0,0,1,2022,2,2,2
2,64,2,7,1,1,2,4,2,2,2,2,1,4,0,1,2022,2,2,1
1,59,2,1,1,2,2,4,2,1,2,2,2,0,0,1,2022,2,2,2
2,27,3,7,1,2,2,4,2,2,2,2,1,0,0,1,2022,2,2,2
1,56,4,1,2,1,2,0,0,0,0,0,0,4,0,1,2022,1,1,2
2,53,2,7,2,1,2,0,0,0,0,0,0,3,0,1,2022,2,2,1
2,32,4,1,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
1,48,4,1,1,2,1,3,2,1,2,2,2,0,3,1,2022,2,2,2
1,31,5,1,2,2,1,0,0,0,0,0,0,0,4,1,2022,2,2,2
2,49,2,4,1,2,2,4,2,2,2,2,1,0,0,1,2022,2,2,2
2,49,4,3,1,2,2,5,2,2,1,2,2,0,0,1,2022,2,2,2
2,65,4,7,2,1,2,0,0,0,0,0,0,1,0,1,2022,1,2,2
1,29,4,1,1,2,1,3,2,2,1,1,1,0,3,1,2022,2,2,2
2,61,2,8,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
2,45,2,2,1,2,2,3,2,2,2,2,1,0,0,1,2022,2,2,2
2,59,4,1,2,1,2,0,0,0,0,0,0,3,0,1,2022,2,1,2
2,53,4,7,1,1,1,3,2,1,2,2,2,4,3,1,2022,2,2,1
1,59,4,1,1,1,1,4,2,2,1,2,2,4,3,1,2022,1,2,2
1,68,4,8,1,1,2,4,2,2,2,2,1,4,0,1,2022,1,2,2
1,37,5,1,1,1,1,1,2,1,2,2,2,3,1,1,2022,1,2,2
1,36,3,1,2,2,1,0,0,0,0,0,0,0,1,1,2022,2,2,2
2,25,4,1,1,2,1,2,2,2,2,1,2,0,3,1,2022,2,2,2
1,20,4,1,1,2,1,3,2,2,2,2,1,0,2,1,2022,2,2,2
2,85,4,8,1,1,2,4,2,2,2,1,2,4,0,1,2022,1,2,1
1,67,4,8,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
2,75,4,1,2,1,2,0,0,0,0,0,0,4,0,1,2022,1,2,2
1,41,4,1,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
1,22,4,1,1,2,1,1,2,1,2,2,2,0,1,1,2022,2,2,2
1,24,3,1,1,2,1,3,2,2,2,2,1,0,4,1,2022,2,2,2
2,28,3,1,1,2,1,4,2,2,2,1,2,0,1,1,2022,2,2,2
2,54,4,1,2,1,1,0,0,0,0,0,0,4,3,1,2022,2,2,1
2,33,5,1,1,2,1,3,2,2,1,2,2,0,2,1,2022,2,2,2
2,57,4,1,1,2,1,1,2,1,2,1,1,0,3,1,2022,2,2,2
2,55,2,7,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
1,20,2,4,2,2,1,0,0,0,0,0,0,0,3,1,2022,2,2,2
1,55,3,4,2,2,1,0,0,0,0,0,0,0,3,1,2022,2,2,2
2,38,3,7,1,1,1,5,2,2,1,2,2,3,3,1,2022,1,2,2
2,46,4,7,2,2,1,0,0,0,0,0,0,0,4,1,2022,2,2,2
2,50,4,1,1,1,1,1,2,1,1,1,2,1,3,1,2022,2,1,2
1,25,2,1,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
1,68,4,8,1,1,2,4,2,2,2,2,1,4,0,1,2022,1,2,2
2,53,2,7,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
1,82,4,8,1,1,2,3,2,2,2,2,1,3,0,1,2022,1,2,2
1,74,4,8,2,1,1,0,0,0,0,0,0,3,3,1,2022,1,2,2
2,63,4,1,1,1,1,5,2,2,1,2,2,4,3,1,2022,2,2,1
1,59,4,1,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
2,36,2,1,1,2,2,4,2,2,1,2,2,0,0,1,2022,2,2,2
1,44,2,1,2,2,1,0,0,0,0,0,0,0,1,1,2022,2,2,2
2,37,3,7,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
1,22,3,6,1,2,2,2,2,1,2,2,2,0,0,2,2022,2,2,2
1,57,2,1,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
1,30,4,1,2,1,1,0,0,0,0,0,0,3,4,1,2022,2,1,2
1,33,3,1,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
1,50,4,1,1,2,1,3,2,1,2,2,1,0,1,1,2022,2,2,2
1,43,4,1,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
1,49,5,1,1,1,1,1,2,1,2,2,2,3,1,1,2022,1,2,2
1,32,4,1,1,2,2,3,2,2,1,2,2,0,0,1,2022,2,2,2
1,57,4,1,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
1,56,2,1,2,1,2,0,0,0,0,0,0,4,0,1,2022,1,1,2
2,30,3,7,1,2,1,3,2,2,1,2,1,0,3,1,2022,2,2,2
2,40,2,7,1,2,2,4,2,2,2,1,2,0,0,1,2022,2,2,2
2,39,2,7,1,2,1,4,2,2,2,1,2,0,2,1,2022,2,2,2
1,61,2,1,1,2,1,3,1,2,2,2,2,0,1,1,2022,2,2,2
1,40,3,1,1,1,1,3,2,2,2,2,1,3,4,1,2022,1,2,2
2,40,4,1,1,1,1,2,2,1,2,2,2,3,3,1,2022,2,1,2
2,43,4,1,1,1,1,1,2,1,2,2,2,1,1,1,2022,1,1,2
2,30,2,7,2,1,1,0,0,0,0,0,0,4,4,1,2022,2,2,1
1,26,3,3,1,2,1,4,2,2,1,2,2,0,1,1,2022,2,2,2
2,75,2,8,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
1,49,4,1,1,2,1,4,2,2,2,2,1,0,4,1,2022,2,2,2
2,44,2,1,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
1,20,2,4,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
1,85,2,8,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
1,34,3,1,1,2,2,3,2,2,2,2,1,0,0,1,2022,2,2,2
1,27,2,3,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
1,28,3,1,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
2,42,3,1,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
2,43,4,7,1,2,2,4,2,2,2,2,1,0,0,1,2022,2,2,2
2,71,5,8,1,2,1,3,2,2,2,1,2,0,3,1,2022,2,2,2
2,58,4,7,1,2,1,4,2,2,1,2,2,0,4,1,2022,2,2,2
2,27,2,7,2,2,1,0,0,0,0,0,0,0,4,1,2022,2,2,2
2,26,4,1,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
1,48,2,1,1,1,2,5,2,2,1,2,2,4,0,1,2022,2,2,1
1,43,2,1,2,2,1,0,0,0,0,0,0,0,4,1,2022,2,2,2
1,21,2,1,2,2,1,0,0,0,0,0,0,0,1,1,2022,2,2,2
1,22,3,1,1,1,2,1,2,2,2,2,1,4,0,1,2022,2,2,1
1,37,2,3,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
1,39,2,1,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
2,48,2,7,1,1,2,3,2,2,1,2,2,3,0,1,2022,1,2,2
1,67,2,1,2,2,2,0,0,0,0,0,0,0,0,1,2022,2,2,2
2,63,2,7,1,2,2,5,2,2,1,2,2,0,0,1,2022,2,2,2
1,37,3,1,2,1,1,0,0,0,0,0,0,4,4,1,2022,1,2,2
1,55,2,1,1,2,1,2,2,2,1,2,2,0,4,1,2022,2,2,2
1,21,2,1,1,2,2,4,2,2,2,2,1,0,0,1,2022,2,2,2
